id,question,status,manual_guess,evidence_status,answer_path,image_ids,notes,updated_at
424,What are the correct techniques for crossing a slope on a snowmobile?,done,Yamaha Snowmobile.md,checked,agentic-rag/tmp/answers/per_question/424.json,"[""Manual34_129""]",Answered from the Yamaha Snowmobile side-hill section. One adjacent image is used because it shows the recommended body position for crossing the slope.,2026-05-13T19:38:21+00:00
425,What are the steps to inspect the spark plug on a snowmobile?,done,Yamaha Snowmobile.md,checked,agentic-rag/tmp/answers/per_question/425.json,"[""Manual34_138"", ""Manual34_139""]",Answered from the Yamaha Snowmobile SPARK PLUG INSPECTION section. Included the reach-value figure and the reach/gap drawing because they directly support the proper-reach and electrode-gap steps. The allowed Markdown says to adjust the electrode gap to specification but does not state a numeric gap value in the inspected spark plug section.,2026-05-13T19:38:21+00:00
426,What are the steps to clean a snowmobile?,done,Yamaha Snowmobile.md,checked,agentic-rag/tmp/answers/per_question/426.json,[],No image is needed because the cleaning and protection steps are given as text without a nearby figure.,2026-05-13T19:38:21+00:00
427,What are the best methods for memorizing communication channels using a manual program?,done,Color Television.md,checked,agentic-rag/tmp/answers/per_question/427.json,[],Question maps to the Color Television manual's MANUAL PROGRAM channel memorizing section. The answer uses the two stated manual programming paths: direct MEMORY/ERASE on the remote and the MENU-based Manual/Channel/Memory flow. No image is required because the procedure is fully stated in text.,2026-05-13T19:38:21+00:00
428,What are the common causes and conditions that can lead to poor reception in television or radio signals?,done,Color Television.md,checked,agentic-rag/tmp/answers/per_question/428.json,[],"Text-only answer; nearby illustrations show ignition, ghosts, and snow, but the question asks for causes and conditions and the text evidence is sufficient.",2026-05-13T19:38:21+00:00
429,What are the steps to enable and customize captions and on-screen text settings on a television?,done,Color Television.md,checked,agentic-rag/tmp/answers/per_question/429.json,"[""Manual35_4"", ""Manual35_37"", ""Manual35_38""]","The manual provides only mode/language selection, not font, color, or size customization. Caption/Text modes are Off, Mode1, Mode2, Text1, and Text2; the set remembers the last selected mode.",2026-05-13T19:38:21+00:00
430,What are the steps to properly connect and set up an outdoor antenna for optimal signal reception?,done,Color Television.md,checked,agentic-rag/tmp/answers/per_question/430.json,"[""Manual35_39""]","Answer uses the outdoor antenna connection procedure, the reception-quality notes for ghosts and weak fringe signal areas, and the antenna connection diagram Manual35_39. One <PIC> placeholder matches one image.",2026-05-13T19:38:21+00:00
431,What are the steps to properly connect a DVD player to a television or audio system for optimal performance?,done,Color Television.md,checked,agentic-rag/tmp/answers/per_question/431.json,"[""Manual35_43"", ""Manual35_44""]","Grounded in the Color Television component DVD input instructions and adjacent connection diagrams. The answer preserves the Y/PB/PR 480i video connection, AUDIO R/L connection, COMPONENT input selection after turning on the DVD set, and the separate TV OUT A/V use for an audio amplifier.",2026-05-13T19:38:21+00:00
432,What are the key factors to check when troubleshooting technical issues or malfunctions?,done,Color Television.md,checked,agentic-rag/tmp/answers/per_question/432.json,"[""Manual35_45""]",Answered from the Color Television troubleshooting checklist. One image is used because the checklist items and symptom-to-check matrix are contained in the embedded figure.,2026-05-13T19:38:21+00:00
433,What safety precautions should be followed to ensure safe operation during this process?,done,Color Television,checked,agentic-rag/tmp/answers/per_question/433.json,[],The question uses an unresolved pronoun; neighboring questions route it to the Color Television manual. The answer uses the manual's general safety and pre-operation instructions. No image is needed because the relevant evidence is textual.,2026-05-13T19:38:21+00:00
434,How do you adjust the intensity settings on an electric toothbrush to suit your oral care needs?,done,Philips Sonicare Prestige.md,checked,agentic-rag/tmp/answers/per_question/434.json,"[""toothbrush0_06"", ""toothbrush0_07""]",Answered from the Philips Sonicare Prestige intensity settings and Adaptive Intensity sections. Included only the two images adjacent to the manual intensity-level and press-to-cycle instructions.,2026-05-13T19:38:21+00:00
435,What are the steps to activate and deactivate the various features on an electric toothbrush for customized usage?,done,Philips Sonicare Prestige Toothbrush User Manual,checked,agentic-rag/tmp/answers/per_question/435.json,"[""Manual37_13"", ""toothbrush0_11""]",Grounded in the Sonicare feature customization and activation/deactivation sections. Images are used only for the handle power-button control and battery-indicator confirmation signal.,2026-05-13T19:38:21+00:00
436,"What are the steps to charge an electric toothbrush when it is inside a travel case, and how do you ensure it charges properly?",done,Philips Sonicare Prestige.md,checked,agentic-rag/tmp/answers/per_question/436.json,"[""Manual37_18"", ""Manual37_19"", ""Manual37_20"", ""Manual37_21""]","Images match the four travel-case charging illustrations: USB connection, handle placement in the case, charging indication, and stable side placement. PIC count is 4 and images count is 4.",2026-05-13T19:38:21+00:00
